doc_id,assay_id,activity_id,assay_type,assay_confidence_score,assay_bao_format,compound_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,standard_relation,pchembl_value,activity_comment,target_chembl_id,target_type,target_organism,target_pref_name,target_tax_id,protein_accession_class,year,pubmed_id,assay_chembl_id,count_activity_rows,doc_id_all,assay_id_all,activity_id_all,assay_description
51887,688463,3695643,B,9,BAO_0000357,CHEMBL1550659,COc1ccc2nc(SCC(=O)Nc3cc(OC)c(OC)cc3C(=O)O)c(C)cc2c1,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695643,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688560,4779560,B,9,BAO_0000357,CHEMBL1557,Cl.NCCc1ccc(O)c(O)c1,IC50,1979.0,nM,=,5.7,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779560,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688463,3695567,B,9,BAO_0000357,CHEMBL1558568,CC1CCc2sc(NC(=O)C3CC(Cl)=CCC3C(=O)O)c(C#N)c2C1,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695567,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688463,3695631,B,9,BAO_0000357,CHEMBL1564294,CCOc1cccc(-c2cc(O)[nH]n2)c1,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695631,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688560,4779523,B,9,BAO_0000357,CHEMBL1564955,Cc1ccc(N2C(=O)/C(=C\Nn3cnnc3)c3ccccc3C2=O)cc1,IC50,1952.0,nM,=,5.71,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779523,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688463,3695553,B,9,BAO_0000357,CHEMBL1566014,Cc1ccc(-c2c(C)sc(NC(=O)C3C4CCC(O4)C3C(=O)O)c2C(=O)OC(C)C)cc1,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695553,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688463,3695574,B,9,BAO_0000357,CHEMBL1567226,Oc1cc(-c2cccc3ccccc23)[nH]n1,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695574,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688463,3695578,B,9,BAO_0000357,CHEMBL1567424,O=C(O)C(Cc1ccccc1)N1C(=O)/C(=C/c2cccc3ccccc23)SC1=S,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695578,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688463,3695582,B,9,BAO_0000357,CHEMBL1567691,C=CCn1c(N)cc(=O)nc1SCC(=O)Nc1ccc2ccccc2c1,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695582,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688463,3695573,B,9,BAO_0000357,CHEMBL1571174,Cn1c(O)cc(=O)nc1SCC(=O)Nc1cccc2ccccc12,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695573,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688463,3695584,B,9,BAO_0000357,CHEMBL1572038,N#Cc1c(NC(=O)C2CC(Cl)=CCC2C(=O)O)sc2c1CCCCC2,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695584,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688463,3695599,B,9,BAO_0000357,CHEMBL1573337,Cc1c(O)n(-c2ccc(F)cc2)c(SCC(=O)Nc2ccc3c4c(cccc24)CC3)nc1=O,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695599,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688463,3695601,B,9,BAO_0000357,CHEMBL1573427,Cc1ccc(SCC2=NNC(=O)C2)cc1,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695601,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688560,4779602,B,9,BAO_0000357,CHEMBL1574334,Cc1ccc(N=C(S)Nn2cnnc2)c(C)c1,IC50,2111.0,nM,=,5.68,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779602,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688463,3695613,B,9,BAO_0000357,CHEMBL1574720,CCOC(=O)c1c(-c2ccc(C)cc2)csc1NC(=O)C1CC=CCC1C(=O)O,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695613,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688560,4779614,B,9,BAO_0000357,CHEMBL1574908,CC1=NNC(=O)/C1=C\c1cn(-c2ccccc2)nc1-c1ccc(F)cc1,IC50,709.54,nM,=,6.15,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779614,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688560,4779540,B,9,BAO_0000357,CHEMBL1577602,COC(=O)CN(n1cnnc1)S(=O)(=O)c1ccccc1Cl,IC50,380.67,nM,=,6.42,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779540,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688560,4779562,B,9,BAO_0000357,CHEMBL1580446,COc1ccc(C(=O)n2cnnc2N)cc1,IC50,2513.0,nM,=,5.6,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779562,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688463,3695577,B,9,BAO_0000357,CHEMBL1580656,CCc1ccc(NC(=O)C2CC=CCC2C(=O)O)cc1,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695577,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688560,4779564,B,9,BAO_0000357,CHEMBL1580760,COC(=O)CN(n1cnnc1)S(=O)(=O)c1ccccc1,IC50,497.28,nM,=,6.3,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779564,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688560,4779572,B,9,BAO_0000357,CHEMBL1581401,O=S(=O)(Nn1cnnc1)c1ccccc1,IC50,3811.0,nM,=,5.42,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779572,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688463,3695583,B,9,BAO_0000357,CHEMBL1581404,CCn1c2ccccc2c2cc(NC(=O)CSc3nccc(O)n3)ccc21,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695583,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688463,3695627,B,9,BAO_0000357,CHEMBL1587393,CCC1CCc2c(sc(NC(=O)C3CC=CCC3C(=O)O)c2C#N)C1,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695627,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688560,4779628,B,9,BAO_0000357,CHEMBL1587839,O=C(Nc1cc(Cl)ccc1Cl)Nn1cnnc1,IC50,500.47,nM,=,6.3,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779628,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688560,4779627,B,9,BAO_0000357,CHEMBL1587948,Cc1ccc(Cl)cc1N=C(S)Nn1cnnc1,IC50,2064.0,nM,=,5.68,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779627,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688560,4779630,B,9,BAO_0000357,CHEMBL1588469,CC1=C([N+](=O)[O-])C(c2ccc(O)c(O)c2)NC(=O)N1,IC50,863.54,nM,=,6.06,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779630,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688463,3695540,B,9,BAO_0000357,CHEMBL1595238,CCN(CC)c1ccc(NC(=O)CSc2nnc(N)s2)cc1C,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695540,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688560,4779536,B,9,BAO_0000357,CHEMBL1595557,CCOC(=O)NC(=O)COC(=O)c1ccc(Sc2nc[nH]n2)c([N+](=O)[O-])c1,IC50,609.09,nM,=,6.21,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779536,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688463,3695558,B,9,BAO_0000357,CHEMBL1596275,COC(=O)c1c(-c2cc(C)ccc2C)csc1NC(=O)C1CC=CCC1C(=O)O,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695558,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688463,3695568,B,9,BAO_0000357,CHEMBL1597358,COc1ccc(-c2cc(O)[nH]n2)cc1OC,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695568,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688463,3695572,B,9,BAO_0000357,CHEMBL1597669,O=C(Nc1ccc(Cl)cc1)Nc1cccc(C(=O)O)c1,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695572,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688463,3695592,B,9,BAO_0000357,CHEMBL1599447,COc1ccc(C(C)(C)C)cc1NC(=O)C1CC=CCC1C(=O)O,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695592,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688463,3695633,B,9,BAO_0000357,CHEMBL1603238,O=C1Nc2ccccc2/C1=C1/SC(=S)N(NC(=O)c2cccc(O)c2)C1=O,IC50,39469.0,nM,=,4.4,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695633,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688560,4779551,B,9,BAO_0000357,CHEMBL1605064,Cc1scc(C(=O)Nn2cnnc2)c1-c1ccccc1,IC50,3127.0,nM,=,5.5,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779551,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688560,4779531,B,9,BAO_0000357,CHEMBL1605339,Cc1c(Cl)cccc1NC(=O)Nn1cnnc1,IC50,1865.0,nM,=,5.73,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779531,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688463,3695615,B,9,BAO_0000357,CHEMBL1607675,CCOC(=O)c1c(NC(=O)C2C3C=CC(C3)C2C(=O)O)sc2c1CCC(CC)C2,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695615,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688463,3695624,B,9,BAO_0000357,CHEMBL1608069,Cc1sc(NC(=O)C2CC(Cl)=CCC2C(=O)O)c(C#N)c1C,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695624,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688560,4779635,B,9,BAO_0000357,CHEMBL1609075,Cc1cc(C)cc(C(=O)n2cnnc2N)c1,IC50,2888.0,nM,=,5.54,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779635,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688463,3695593,B,9,BAO_0000357,CHEMBL1611789,Cc1cc(O)nc(SCC(=O)Nc2cccc(C(F)(F)F)c2)n1,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695593,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688560,4779590,B,9,BAO_0000357,CHEMBL1612425,CCOC(=O)NC1(Nc2ccc(C)cc2)Oc2ccccc2O1,IC50,5068.0,nM,=,5.29,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779590,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
